,縣市,鄉鎮市區,交易標的,土地位置建物門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價元平方公尺,車位類別,車位移轉總面積(平方公尺),車位總價元,備註,編號,主建物面積,附屬建物面積,陽台面積,電梯,移轉編號,車位數,總樓層數temp,總樓層數-轉換
71,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段１９９之２號七樓之５,8.02,,,,1101129,土地1建物1車位1,七層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100304,138.81,2,2,2,有,有,17580000,138920,坡道平面,20.9,1200000,,RPRTMLOLJHHGFCB87DA,66.68,2.27,8.49,有,,1.0,二十八,28
72,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段１９９之２號八樓之７,11.14,,,,1101030,土地1建物1車位1,八層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100304,203.81,3,2,2,有,有,23960000,135539,坡道平面,41.79,2000000,,RPSTMLOLJHHGFCB97DA,90.75,1.42,13.57,有,,1.0,二十八,28
73,臺中市,西屯區,房地(土地+建物),臺中市西屯區文心路三段１９９之２號十六樓之８,6.68,,,,1101129,土地1建物1車位0,十六層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100304,103.67,2,2,2,有,有,15380000,148355,,0.0,0,,RPTTMLOLJHHGFCB08DA,58.87,0.64,7.63,有,,0.0,二十八,28
77,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區臺灣大道三段６８３號十五樓之２,9.36,商,,,1110110,土地1建物1車位2,十五層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020603,134.73,4,2,2,有,有,10000000,74223,坡道機械,29.08,0,親友、員工、共有人或其他特殊關係間之交易；,RPRVMLPLJHHGFCB18DA,69.17,2.66,7.81,有,,2.0,二十四,24
128,臺中市,烏日區,房地(土地+建物)+車位,臺中市烏日區溪南路一段１２６巷３１８號五樓之２,28.69,,鄉村區,乙種建築用地,1101128,土地1建物1車位1,五層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1050713,133.98000000000002,2,2,1,有,有,7500000,60705,坡道平面,30.2,1200000,,RPVNMLSLJIGGFIB68DA,59.4,0.0,11.41,有,,1.0,十三,13
134,臺中市,大里區,房地(土地+建物),臺中市大里區中興路二段６７１巷８弄２８號七樓,3.58,住,,,1110107,土地1建物1車位0,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0841223,37.43,1,0,1,有,有,2150000,57441,,0.0,0,,RPVPMLTKJHHGFIB88DA,20.08,0.0,4.85,有,,0.0,十六,16
136,臺中市,烏日區,房地(土地+建物)+車位,臺中市烏日區三榮北路１２０號二樓之６,26.42,住,,,1101222,土地1建物1車位2,二層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100913,159.38,2,2,1,有,有,9800000,61488,坡道平面,75.94,0,,RPPOMLQLJHHGFIB97DA,53.1,0.0,4.42,有,63.0,2.0,十三,13
137,臺中市,烏日區,房地(土地+建物),臺中市烏日區中山路一段５２７號二樓之７,10.67,住,,,1101130,土地1建物1車位0,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040925,100.18,2,2,1,有,有,6400000,63885,,0.0,0,親友、員工、共有人或其他特殊關係間之交易；,RPXOMLOLJHHGFIB58DA,56.12,2.11,9.42,有,,0.0,十四,14
147,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區松山街１６８號九樓之１,28.74,住,,,1101116,土地1建物1車位2,九層，十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0810508,237.20000000000002,4,2,3,有,有,12000000,50590,坡道平面,0.0,0,,RPQOMLQLJHHGFBB47EA,201.19,0.0,11.61,有,,2.0,十四,14
151,臺中市,南屯區,房地(土地+建物)+車位,臺中市南屯區龍富十五路５７號五樓之５,32.62,住,,,1101214,土地1建物1車位1,五層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080221,168.62,2,2,2,有,有,22000000,153271,坡道平面,34.87,1500000,其他增建；,RPPOMLQLJHHGFCB47EA,75.34,5.6,8.76,有,66.0,1.0,十五,15
153,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區上石路１８１巷２５號十一樓之１,11.2,商,,,1110105,土地1建物1車位1,十一層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0961012,119.73,2,2,1,有,有,11000000,91873,坡道機械,0.0,0,,RPOOMLRLJHHGFCB47EA,61.75,5.03,4.56,有,,1.0,十五,15
159,臺中市,烏日區,房地(土地+建物)+車位,臺中市烏日區高鐵三路２１號十樓之３,17.45,商,,,1101214,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1100621,139.45,2,1,1,有,有,12100000,86769,坡道平面,39.32,0,,RPVNMLRLJHHGFIB68EA,60.51,0.0,6.64,有,69.0,1.0,十四,14
164,臺中市,太平區,房地(土地+建物)+車位,臺中市太平區環中東路三段８００號十樓,24.58,住,,,1101215,土地1建物1車位1,十層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1051114,160.76,3,2,2,有,有,12000000,74645,坡道平面,29.79,0,,RPWNMLTKJHHGFJB88DA,78.56,1.37,9.57,有,73.0,1.0,十五,15
174,臺中市,烏日區,房地(土地+建物)+車位,臺中市烏日區環河路五段１１２號六樓之５,20.33,商,,,1101225,土地1建物1車位1,六層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1060925,157.04000000000002,2,2,2,有,有,13230000,84246,坡道平面,31.03,0,,RPROMLQLJHHGFIB18DA,71.69,3.75,9.09,有,77.0,1.0,二十五,25
178,臺中市,烏日區,房地(土地+建物)+車位,臺中市烏日區新興路６３０號七樓,7.9,住,,,1110110,土地1建物1車位1,七層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840425,69.52000000000001,3,2,2,有,有,2900000,41715,坡道機械,7.17,0,親友、員工、共有人或其他特殊關係間之交易；,RPTNMLRLJHHGFIB38DA,50.41,1.4,6.47,有,80.0,1.0,十三,13
199,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區國安二路１７９號十七樓之１０,13.71,住,,,1110109,土地1建物1車位1,十七層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1070503,136.69,2,2,2,有,有,13500000,98764,坡道平面,42.02,0,含傢俱設備費；,RPSPMLRLJHHGFCB87DA,55.82,0.0,6.48,有,89.0,1.0,二十二,22
206,臺中市,北區,房地(土地+建物)+車位,臺中市北區育樂街５６號九樓之１１,12.3,商,,,1101211,土地1建物1車位1,九層,二十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1080513,131.14,2,2,1,有,有,10850000,82736,坡道平面,41.82,0,,RPURMLQLJHHGFBB08DA,59.64,0.0,5.89,有,92.0,1.0,二十二,22
208,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區環中路二段１５７９號二十七樓之７,13.6,商,,,1101216,土地1建物1車位1,二十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071210,135.99,3,2,2,有,有,14080000,103537,坡道平面,24.82,0,,RPTOMLQLJHHGFCB77DA,69.39,0.0,4.14,有,93.0,1.0,二十九,29
209,臺中市,南屯區,房地(土地+建物)+車位,臺中市南屯區黎明路二段４２５號五樓之３,12.49,住,,,1101218,土地1建物1車位1,五層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840919,131.91,3,2,2,有,有,9580000,72625,坡道機械,0.0,0,,RPPPMLQLJHHGFCB47DA,77.07,0.0,10.37,有,94.0,1.0,十六,16
210,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區逢大路５７號十三樓之５,39.18,住,,,1101210,土地1建物1車位1,十三層,十七層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0940704,187.0,3,2,2,有,有,13000000,69519,坡道平面,0.0,0,,RPUPMLQLJHHGFCB97DA,102.29,0.0,14.2,有,,1.0,十七,17
214,臺中市,南屯區,房地(土地+建物)+車位,臺中市南屯區大墩二街３之１號七樓,12.47,住,,,1101202,土地1建物1車位1,七層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0800418,150.59,5,2,3,有,有,10000000,66405,坡道平面,0.0,0,,RPTOMLRLJHHGFCB87DA,101.41,4.18,12.26,有,96.0,1.0,十八,18
217,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區環中路三段６３號九樓之１,10.16,商,,,1101120,土地1建物1車位1,九層,二十七層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1060524,157.86,3,2,2,有,有,15380000,97428,坡道平面,0.0,0,,RPPNMLTKJHHGFCB47DA,68.18,8.15,5.37,有,98.0,1.0,二十七,27
220,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區文心路三段６之６號十樓之１,9.37,商,,,1101231,土地1建物1車位1,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0980813,116.5,2,2,1,有,有,11200000,96137,坡道機械,18.99,0,,RPUNMLRKJHHGFCB77DA,59.76,1.06,7.4,有,,1.0,十八,18
221,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區環中路二段１５７９號二十七樓之８,9.85,商,,,1101216,土地1建物1車位1,二十七層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071210,98.34,2,2,1,有,有,10430000,106061,坡道平面,24.82,0,,RPTPMLRKJHHGFCB87DA,42.68,0.0,6.0,有,99.0,1.0,二十九,29
222,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區西苑一街７７號二樓之５,19.6,住,,,1101219,土地2建物1車位1,二層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1081005,119.49000000000001,2,2,1,有,有,13500000,112980,坡道平面,33.45,0,,RPOQMLRKJHHGFCB47DA,52.28,1.43,3.13,有,100.0,1.0,十五,15
224,臺中市,西屯區,房地(土地+建物),臺中市西屯區青海路二段１５３號四樓之８,8.51,住,,,1101222,土地1建物1車位0,四層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0871103,92.09,2,1,1,有,有,6380000,69280,,0.0,0,,RPXRMLNKJHHGFCB08DA,53.19,0.0,4.45,有,,0.0,十四,14
226,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區環中路二段１５７７號二十五樓之５,8.34,商,,,1101230,土地1建物1車位1,二十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071210,81.67,2,2,1,有,有,9760000,119505,坡道機械,9.67,0,,RPUOMLRJJHHGFCB77DA,42.0,1.68,3.96,有,103.0,1.0,二十九,29
229,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區寶慶街５０巷６之７號十一樓之２,6.76,商,,,1101021,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0891104,100.19,3,1,1,有,有,8380000,82336,坡道平面,16.63,1500000,陽台外推；,RPURMLLLIIGGFCB57DA,46.98,0.0,13.08,有,,1.0,十四,14
230,臺中市,南屯區,房地(土地+建物),臺中市南屯區文心路一段１８２號十一樓之６,6.43,住,,,1101112,土地1建物1車位0,十一層,二十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0821110,102.19,3,1,1,有,有,7200000,70457,,0.0,0,陽台外推；,RPURMLPKJIGGFCB97DA,69.08,8.43,6.51,有,104.0,0.0,二十三,23
232,臺中市,西屯區,房地(土地+建物)+車位,臺中市西屯區市政北五路２３８號二十五樓之１,60.76,都市：其他:第七種新市政中心專用區,,,1100921,土地1建物1車位3,二十五層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,0970926,666.05,0,0,0,無,有,135000000,202687,坡道平面,79.35,0,,RPPPMLLLKIGGFCB07DA,331.79,15.81,40.31,有,,3.0,二十九,29
236,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區環太東路６２２號十一樓之７,25.62,住,,,1101215,土地1建物1車位1,十一層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1040615,151.19,3,2,2,有,有,10600000,70110,坡道平面,24.92,0,,RPQQMLRLJHHGFBB67DA,77.45,0.0,10.11,有,,1.0,十四,14
245,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區水湳路４之２巷１３號二樓之３,27.25,住,,,1090219,土地1建物1車位2,二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101022,204.65,3,2,2,有,有,12550000,87192,坡道平面,86.52,2250000,預售屋、或土地及建物分件登記案件；,RPXNMLLLJHHGFBB47DA,70.03,0.0,8.53,有,,2.0,十四,14
246,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區水湳路４之２巷１３號五樓之１,29.09,住,,,1090910,土地1建物1車位1,五層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101022,197.69,3,2,2,有,有,13400000,92005,坡道平面,71.61,1800000,預售屋、或土地及建物分件登記案件；,RPOOMLLLJHHGFBB66DA,73.63,0.0,10.23,有,,1.0,十四,14
248,臺中市,北區,房地(土地+建物),臺中市北區進化北路３６７號９樓之１７,5.02,商,,,1110113,土地1建物1車位0,九層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830207,59.9,1,1,1,有,有,4380000,73122,,0.0,0,其他增建；,RPRSMLNKJHHGFBB47DA,35.44,1.18,4.42,有,,0.0,十八,18
254,臺中市,北區,房地(土地+建物),臺中市北區太原一街１０號３樓之１０,8.7,住,,,1101117,土地1建物1車位0,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0830623,74.75,1,1,1,有,有,4580000,61271,,0.0,0,其他增建；,RPRTMLPJJHHGFBB67DA,38.13,4.29,4.32,有,,0.0,十四,14
255,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區水湳路４之２巷１３號三樓之５,29.09,住,,,1090227,土地1建物1車位2,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101022,185.73000000000002,3,2,2,有,有,14580000,88667,坡道平面,59.64,3400000,預售屋、或土地及建物分件登記案件；,RPWPMLRJJHHGFBB97DA,73.63,0.0,10.23,有,,2.0,十四,14
256,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區水湳路４之２巷１３號八樓之３,27.25,住,,,1080629,土地1建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101022,147.95,3,2,2,有,有,12160000,89816,坡道平面,29.82,1550000,預售屋、或土地及建物分件登記案件；,RPRRMLRJJHHGFBB67DA,70.03,0.0,8.53,有,,1.0,十四,14
257,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區水湳路４之２巷１３號十樓之５,29.09,住,,,1090202,土地1建物1車位1,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101022,155.91,3,2,2,有,有,13380000,92632,坡道平面,29.82,1700000,預售屋、或土地及建物分件登記案件；,RPURMLRJJHHGFBB97DA,73.63,0.0,10.23,有,,1.0,十四,14
258,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區水湳路４之２巷１３號十三樓之１,29.09,住,,,1090319,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101022,155.91,3,2,2,有,有,13450000,93187,坡道平面,29.82,1700000,預售屋、或土地及建物分件登記案件；,RPWRMLRJJHHGFBB18DA,73.63,0.0,10.23,有,,1.0,十四,14
259,臺中市,北屯區,房地(土地+建物)+車位,臺中市北屯區水湳路４之２巷１５號十三樓之２,19.78,住,,,1090209,土地1建物1車位1,十三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1101022,100.65,2,2,1,有,有,8700000,90973,坡道機械,14.91,900000,預售屋、或土地及建物分件登記案件；,RPQSMLRJJHHGFBB67DA,51.8,0.0,5.22,有,,1.0,十四,14
265,臺中市,西區,房地(土地+建物)+車位,臺中市西區五權西四街２７號１０樓之１,10.86,住,,,1101028,土地3建物1車位1,十層,二十九層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0890803,214.32999999999998,3,2,2,有,有,16000000,74651,坡道平面,16.54,0,親友、員工、共有人或其他特殊關係間之交易；,RPVOMLQLJHHGFAB77DA,118.39,2.79,23.64,有,,1.0,二十九,29
266,臺中市,西區,房地(土地+建物)+車位,臺中市西區公益路６３號十樓之２,41.57,住,,,1110110,土地1建物1車位2,十層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1071120,293.48,2,2,2,有,有,38380000,153874,坡道平面,69.4,3900000,,RPWOMLQLJHHGFAB87DA,115.59,15.47,19.62,有,,2.0,十三,13
273,臺中市,西區,房地(土地+建物)+車位,臺中市西區公正路８５號２２樓之１,18.9,住,,,1101230,土地1建物1車位2,二十二層,二十五層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0881208,255.59,4,2,2,有,有,29880000,116906,坡道平面,34.54,0,,RPTNMLSLJHHGFAB67DA,147.52,0.0,17.64,有,,2.0,二十五,25
278,臺中市,中區,房地(土地+建物),臺中市中區民權路１６４號二十六樓之１９,1.93,商,,,1101230,土地2建物1車位0,二十六層,二十八層,住宅大樓(11層含以上有電梯),住家用,鋼骨造,0860131,37.39,1,0,1,有,有,2100000,56165,,0.0,0,,RPUQMLOLJHHGFAB67DA,22.18,0.0,3.12,有,,0.0,二十八,28
280,臺中市,南區,房地(土地+建物)+車位,臺中市南區學府路７５號１０樓之３,10.21,住,,,1101225,土地1建物1車位1,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840823,137.98000000000002,3,2,2,有,有,9160000,66386,坡道機械,0.0,0,,RPVOMLRKJHHGFAB77DA,91.91,0.0,8.04,有,119.0,1.0,十八,18
282,臺中市,南區,房地(土地+建物)+車位,臺中市南區建成路１７１１號６樓,11.78,商,,,1101218,土地2建物1車位1,六層,十三層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0840127,130.51999999999998,3,2,2,有,有,8600000,65890,坡道機械,0.0,0,,RPTOMLNJJHHGFAB07DA,86.57,1.21,8.43,有,,1.0,十三,13
286,臺中市,南區,房地(土地+建物),臺中市南區東興路一段１６號二十八樓之六,3.89,住,,,1100930,土地1建物1車位0,二十八層,三十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0951026,84.95,2,0,2,有,有,5180000,60977,,0.0,0,,RPPNMLMLKIGGFAB76DA,41.89,0.0,11.19,有,,0.0,三十二,32
290,臺中市,南區,房地(土地+建物)+車位,臺中市南區忠明南路８１５號１０樓之１,14.94,商,,,1101213,土地2建物1車位1,十層,十八層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,0931224,217.41000000000003,4,2,3,有,有,16400000,75434,坡道平面,24.11,0,陽台外推；,RPPNMLPJJHHGFAB76DA,123.63,1.82,17.79,有,,1.0,十八,18
